frame,xmin,ymin,xmax,ymax,class,conf
frame_02003.jpg,5,997,97,1089,no_mask,0.5684249997138977
frame_02004.jpg,74,1005,167,1075,no_mask,0.5101650357246399
frame_02005.jpg,135,1003,239,1085,no_mask,0.5665163993835449
frame_02010.jpg,559,1007,640,1078,no_mask,0.547433614730835
frame_02010.jpg,2636,1121,2697,1187,no_mask,0.2652319371700287
frame_02013.jpg,2944,1102,3005,1182,no_mask,0.3875533640384674
frame_02015.jpg,909,1017,983,1087,no_mask,0.42684581875801086
frame_02015.jpg,3263,1001,3339,1075,mask,0.2920815348625183
frame_02016.jpg,975,1017,1042,1079,no_mask,0.46131107211112976
frame_02017.jpg,1036,1022,1111,1092,no_mask,0.43674856424331665
frame_02019.jpg,1165,1037,1235,1107,no_mask,0.53059983253479
frame_02020.jpg,3401,1116,3489,1229,no_mask,0.4978872239589691
frame_02025.jpg,3580,1050,3656,1113,mask,0.3197273910045624
frame_02026.jpg,3718,1046,3780,1106,mask,0.5088684558868408
frame_02045.jpg,3675,1092,3752,1169,no_mask,0.3301204442977905
frame_02062.jpg,1941,1077,1991,1140,no_mask,0.3479297161102295
frame_02197.jpg,2845,1063,2892,1106,no_mask,0.27503854036331177
frame_02316.jpg,2367,847,2465,967,no_mask,0.5152584314346313
frame_02317.jpg,2283,844,2402,994,no_mask,0.4810643792152405
frame_02319.jpg,2129,835,2257,986,no_mask,0.587719202041626
frame_02319.jpg,2130,830,2264,988,no_mask,0.38072311878204346
frame_02320.jpg,2045,825,2192,978,no_mask,0.7796111106872559
frame_02321.jpg,1964,816,2119,977,no_mask,0.5483347773551941
frame_02321.jpg,1968,821,2119,971,mask,0.5148215889930725
frame_02322.jpg,1875,780,2037,956,no_mask,0.7755845785140991
frame_02323.jpg,1791,787,1958,962,no_mask,0.9147080779075623
frame_02324.jpg,1716,791,1884,963,no_mask,0.653364360332489
frame_02324.jpg,1712,789,1885,965,no_mask,0.5048694610595703
frame_02325.jpg,1632,778,1804,961,no_mask,0.776763916015625
frame_02326.jpg,1561,766,1736,945,no_mask,0.5926160216331482
frame_02326.jpg,1566,769,1732,937,no_mask,0.36495324969291687
frame_02327.jpg,1477,750,1662,928,no_mask,0.4047989249229431
frame_02327.jpg,1481,754,1659,927,mask,0.2732507884502411
frame_02328.jpg,1403,735,1601,920,no_mask,0.2728430926799774
frame_02329.jpg,1317,717,1526,969,no_mask,0.7245851755142212
frame_02330.jpg,1218,689,1448,988,no_mask,0.7866834998130798
frame_02331.jpg,1107,714,1353,1016,no_mask,0.8032566905021667
frame_02332.jpg,982,656,1258,961,no_mask,0.862355649471283
frame_02333.jpg,859,602,1155,957,no_mask,0.7952686548233032
frame_02333.jpg,856,605,1140,944,no_mask,0.6704432964324951
frame_02334.jpg,674,570,1052,959,no_mask,0.8692530989646912
frame_02335.jpg,520,512,903,905,no_mask,0.7819657325744629
frame_02336.jpg,328,504,750,1004,no_mask,0.7758296728134155
frame_02337.jpg,97,439,567,950,no_mask,0.7585442066192627
frame_02337.jpg,101,444,504,862,mask,0.4134414494037628
frame_02338.jpg,0,413,401,1008,no_mask,0.6342155933380127
frame_02347.jpg,3342,1102,3839,2039,no_mask,0.29099443554878235
frame_02375.jpg,933,1003,1008,1088,no_mask,0.331409752368927
frame_02447.jpg,3589,1099,3658,1215,no_mask,0.25256475806236267
frame_02485.jpg,1860,1102,1919,1172,mask,0.29268577694892883
frame_02487.jpg,1817,1098,1872,1175,mask,0.36078259348869324
frame_02505.jpg,3425,939,3512,1047,no_mask,0.633967399597168
frame_02509.jpg,3251,923,3339,1027,no_mask,0.2676437795162201
frame_02510.jpg,3211,936,3308,1062,no_mask,0.6166201233863831
frame_02511.jpg,3174,946,3265,1053,no_mask,0.46585676074028015
frame_02515.jpg,2978,946,3082,1056,no_mask,0.41177406907081604
frame_02516.jpg,2946,960,3037,1079,no_mask,0.29616937041282654
frame_02520.jpg,1451,1128,1513,1220,no_mask,0.4950752258300781
frame_02521.jpg,1508,1126,1558,1211,no_mask,0.2628081440925598
frame_02525.jpg,2011,1080,2072,1169,mask,0.3812392055988312
frame_02525.jpg,1749,1096,1808,1206,no_mask,0.33527204394340515
frame_02528.jpg,2590,935,2725,1082,no_mask,0.37803545594215393
frame_02529.jpg,2525,926,2650,1064,no_mask,0.3575232923030853
frame_02531.jpg,2698,985,2817,1103,no_mask,0.32727333903312683
frame_02532.jpg,2461,830,2589,998,mask,0.27207258343696594
frame_02538.jpg,3000,1048,3085,1172,no_mask,0.4391311705112457
frame_02570.jpg,3463,1223,3706,1552,no_mask,0.29402387142181396
frame_02610.jpg,3389,1051,3489,1149,no_mask,0.5514666438102722
frame_02627.jpg,3240,1054,3324,1144,no_mask,0.3443509042263031
frame_02629.jpg,3295,1061,3353,1122,no_mask,0.2593238949775696
frame_02638.jpg,2865,1083,2942,1174,no_mask,0.6842910647392273
frame_02639.jpg,3570,1048,3645,1160,no_mask,0.31964969635009766
frame_02642.jpg,3648,1068,3707,1147,no_mask,0.2912716567516327
frame_02643.jpg,3662,1045,3760,1174,no_mask,0.4003444015979767
frame_02649.jpg,2852,1094,3139,1357,mask,0.5248870849609375
frame_02649.jpg,2852,1097,3137,1367,no_mask,0.3227691948413849
frame_02650.jpg,3054,1112,3437,1434,no_mask,0.7589934468269348
frame_02650.jpg,3023,1088,3477,1432,mask,0.3566792607307434
frame_02651.jpg,3310,1084,3815,1460,no_mask,0.3702605664730072
frame_02685.jpg,3639,1100,3728,1180,no_mask,0.6309124827384949
frame_02738.jpg,87,1078,159,1171,no_mask,0.6499972343444824
frame_02754.jpg,2956,1124,3005,1176,no_mask,0.2551439702510834
frame_02759.jpg,3520,1117,3598,1215,mask,0.34753647446632385
frame_02768.jpg,3364,1103,3443,1187,no_mask,0.5338971018791199
frame_02826.jpg,2502,1108,2568,1171,no_mask,0.5293782949447632
frame_02828.jpg,2560,1117,2616,1188,no_mask,0.5092488527297974
frame_02833.jpg,2704,1122,2778,1191,no_mask,0.5751753449440002
frame_02834.jpg,2741,1142,2822,1213,no_mask,0.33903568983078003
frame_02836.jpg,2829,1113,2917,1190,no_mask,0.7436203956604004
frame_02837.jpg,2874,1092,2969,1175,no_mask,0.601240336894989
frame_02838.jpg,2926,1075,3021,1162,no_mask,0.5192610621452332
frame_02839.jpg,2957,1087,3063,1174,no_mask,0.6195248365402222
frame_02840.jpg,3007,1090,3113,1191,no_mask,0.8908964395523071
frame_02841.jpg,3062,1092,3179,1196,no_mask,0.8277919888496399
frame_02842.jpg,3136,1067,3260,1175,no_mask,0.8647491931915283
frame_02843.jpg,3229,1036,3356,1145,no_mask,0.621648907661438
frame_02844.jpg,3320,1027,3467,1142,no_mask,0.6079355478286743
frame_02845.jpg,3455,1040,3611,1168,no_mask,0.4493846893310547
frame_02846.jpg,3590,1061,3790,1209,no_mask,0.2556637227535248
frame_02850.jpg,1714,1004,1773,1080,no_mask,0.5211300253868103
frame_02907.jpg,2131,1170,2396,1410,no_mask,0.39459705352783203
frame_02907.jpg,947,1102,1009,1164,no_mask,0.306861013174057
frame_02920.jpg,3033,1098,3116,1188,no_mask,0.292991578578949
frame_02921.jpg,3067,1114,3149,1191,no_mask,0.43670836091041565
frame_02923.jpg,3133,1106,3219,1184,no_mask,0.2885558605194092
frame_02926.jpg,3266,1105,3372,1192,no_mask,0.43418821692466736
frame_02929.jpg,3497,1099,3599,1187,no_mask,0.36510786414146423
frame_02929.jpg,2183,1098,2265,1178,mask,0.34944161772727966
frame_02931.jpg,2157,1159,2335,1393,no_mask,0.4747249484062195
frame_02932.jpg,3730,1062,3833,1206,mask,0.2532057464122772
frame_02950.jpg,2875,1118,2936,1165,no_mask,0.3418234586715698
frame_02951.jpg,2892,1102,2945,1154,mask,0.4596080183982849
frame_02958.jpg,3361,1238,3464,1359,no_mask,0.31180262565612793
frame_02959.jpg,2172,1124,2266,1248,no_mask,0.37409302592277527
frame_02960.jpg,2144,1104,2304,1352,no_mask,0.33600521087646484
frame_02961.jpg,2133,1132,2342,1383,no_mask,0.29166367650032043
frame_02962.jpg,3163,1109,3232,1172,mask,0.3634302318096161
frame_02966.jpg,3304,1101,3387,1180,no_mask,0.3235745429992676
frame_02967.jpg,3354,1099,3433,1176,no_mask,0.32515081763267517
frame_02968.jpg,3395,1078,3494,1170,no_mask,0.31090566515922546
frame_02969.jpg,3453,1073,3544,1166,no_mask,0.6511034965515137
frame_02969.jpg,3534,1089,3590,1161,no_mask,0.29371902346611023
frame_02971.jpg,3540,1050,3645,1149,no_mask,0.3010658323764801
frame_02975.jpg,635,1110,680,1163,no_mask,0.43870970606803894
frame_02979.jpg,632,1097,673,1154,no_mask,0.3079181909561157
frame_03013.jpg,505,1046,564,1108,no_mask,0.3203195035457611
frame_03014.jpg,13,1215,225,1461,no_mask,0.5759968161582947
frame_03016.jpg,407,1021,488,1101,no_mask,0.5051676034927368
frame_03017.jpg,395,1032,458,1099,no_mask,0.5569509267807007
frame_03020.jpg,1380,1059,1446,1122,no_mask,0.4083220958709717
frame_03021.jpg,1366,1053,1431,1113,no_mask,0.4797426462173462
frame_03023.jpg,28,995,132,1097,no_mask,0.6861014366149902
frame_03024.jpg,408,1086,472,1163,no_mask,0.6186965703964233
frame_03024.jpg,3305,1114,3385,1186,no_mask,0.4457160234451294
frame_03025.jpg,1261,1050,1330,1116,no_mask,0.3509118854999542
frame_03025.jpg,3346,1121,3430,1193,no_mask,0.30760055780410767
frame_03026.jpg,1223,1048,1303,1114,no_mask,0.4131128489971161
frame_03027.jpg,1199,1037,1269,1105,no_mask,0.44080737233161926
frame_03028.jpg,1168,1018,1242,1091,no_mask,0.7730045318603516
frame_03029.jpg,1139,1019,1219,1100,no_mask,0.6837170720100403
frame_03030.jpg,1100,1029,1185,1104,no_mask,0.347680926322937
frame_03031.jpg,1067,1035,1156,1115,no_mask,0.282920777797699
frame_03032.jpg,1032,1026,1123,1106,no_mask,0.6572930812835693
frame_03032.jpg,3669,1121,3762,1206,no_mask,0.25001105666160583
frame_03041.jpg,276,914,435,1039,no_mask,0.48205581307411194
frame_03042.jpg,138,925,315,1075,no_mask,0.8011160492897034
frame_03043.jpg,6,922,180,1103,no_mask,0.4596553444862366
frame_03060.jpg,185,1074,312,1185,no_mask,0.47112199664115906
frame_03061.jpg,87,1070,213,1191,no_mask,0.8207327723503113
frame_03062.jpg,30,1062,133,1180,no_mask,0.7380754947662354
frame_03068.jpg,1427,1126,1499,1224,no_mask,0.4066193103790283
frame_03071.jpg,3551,1056,3617,1140,no_mask,0.2612244188785553
frame_03075.jpg,832,1040,932,1146,no_mask,0.5669272541999817
frame_03076.jpg,820,1043,930,1153,no_mask,0.6727127432823181
frame_03077.jpg,824,1040,935,1145,no_mask,0.6298131346702576
frame_03079.jpg,837,1011,953,1114,no_mask,0.2667759954929352
frame_03080.jpg,839,1019,957,1126,no_mask,0.586108922958374
frame_03081.jpg,830,1013,961,1128,no_mask,0.2682670056819916
frame_03088.jpg,2128,1121,2219,1233,no_mask,0.45430439710617065
frame_03090.jpg,762,1029,916,1197,no_mask,0.7269696593284607
frame_03091.jpg,3018,1090,3075,1154,mask,0.291853666305542
frame_03093.jpg,3064,1060,3146,1149,no_mask,0.6705025434494019
frame_03093.jpg,3574,1197,3660,1311,mask,0.6680843234062195
frame_03094.jpg,3109,1064,3190,1146,no_mask,0.26881882548332214
frame_03095.jpg,3153,1046,3246,1140,no_mask,0.46926188468933105
frame_03098.jpg,237,1076,393,1241,no_mask,0.8193674683570862
frame_03099.jpg,168,1063,338,1229,no_mask,0.2668045163154602
frame_03104.jpg,3201,1018,3313,1138,no_mask,0.4556988477706909
frame_03105.jpg,3241,1020,3358,1130,no_mask,0.49287840723991394
frame_03127.jpg,3176,1123,3252,1206,no_mask,0.2975400984287262
frame_03128.jpg,3208,1113,3282,1196,no_mask,0.3610442280769348
frame_03152.jpg,5,990,463,1436,no_mask,0.4353674352169037
frame_03153.jpg,1000,1058,1060,1122,no_mask,0.3778185248374939
frame_03159.jpg,3010,1025,3081,1094,mask,0.27344009280204773
frame_03160.jpg,2719,1033,2778,1099,no_mask,0.543268620967865
frame_03161.jpg,2719,1030,2781,1097,no_mask,0.724463164806366
frame_03162.jpg,2720,1034,2784,1103,no_mask,0.3589147925376892
frame_03163.jpg,719,1032,774,1096,no_mask,0.406288743019104
frame_03165.jpg,2724,1035,2788,1106,no_mask,0.4623086750507355
frame_03166.jpg,2736,1026,2797,1100,no_mask,0.7393662333488464
frame_03167.jpg,2743,1027,2803,1101,no_mask,0.5749539732933044
frame_03168.jpg,2748,1030,2806,1105,no_mask,0.48936375975608826
frame_03169.jpg,2742,1033,2821,1108,no_mask,0.38607552647590637
frame_03170.jpg,3349,964,3444,1057,no_mask,0.31805989146232605
frame_03171.jpg,2767,1025,2838,1104,no_mask,0.279453307390213
frame_03172.jpg,2777,1022,2848,1098,no_mask,0.695725679397583
frame_03173.jpg,2785,1011,2856,1088,no_mask,0.31593820452690125
frame_03174.jpg,3541,928,3664,1028,no_mask,0.2914544939994812
frame_03174.jpg,2788,1008,2863,1088,no_mask,0.2853088676929474
frame_03175.jpg,3622,903,3744,1010,no_mask,0.4855180084705353
frame_03176.jpg,2803,1016,2895,1106,no_mask,0.5524464845657349
frame_03176.jpg,3749,888,3835,1009,no_mask,0.44698622822761536
frame_03177.jpg,1011,873,1160,1078,no_mask,0.6878726482391357
frame_03178.jpg,883,877,1074,1077,no_mask,0.828255832195282
frame_03180.jpg,2885,976,2987,1074,no_mask,0.46480342745780945
frame_03181.jpg,2919,984,3019,1084,no_mask,0.25679829716682434
frame_03182.jpg,2960,992,3066,1111,no_mask,0.8357234597206116
frame_03183.jpg,3021,996,3125,1103,no_mask,0.7909887433052063
frame_03184.jpg,3073,990,3190,1102,no_mask,0.7881700992584229
frame_03185.jpg,3125,960,3254,1080,no_mask,0.8660760521888733
frame_03185.jpg,853,1079,919,1147,no_mask,0.524652361869812
frame_03186.jpg,3176,920,3320,1058,no_mask,0.7672891616821289
frame_03187.jpg,3244,905,3386,1039,no_mask,0.8544020652770996
frame_03188.jpg,3316,904,3483,1056,no_mask,0.8264047503471375
frame_03189.jpg,3415,935,3583,1089,no_mask,0.8722092509269714
frame_03189.jpg,584,1084,660,1157,no_mask,0.2757338881492615
frame_03190.jpg,3530,911,3728,1090,no_mask,0.8823373317718506
frame_03191.jpg,3652,802,3839,1089,no_mask,0.6990614533424377
frame_03203.jpg,2728,1038,2785,1101,no_mask,0.3378574252128601
frame_03204.jpg,2737,1036,2797,1100,mask,0.5785819292068481
frame_03208.jpg,2993,1077,3033,1128,no_mask,0.3709011971950531
frame_03212.jpg,2818,1034,2881,1098,no_mask,0.30441832542419434
frame_03217.jpg,2937,1035,3007,1106,no_mask,0.38372939825057983
frame_03219.jpg,2977,1030,3045,1104,no_mask,0.28040942549705505
frame_03220.jpg,3001,1031,3075,1107,no_mask,0.425932377576828
frame_03220.jpg,3279,1086,3330,1142,no_mask,0.3744465112686157
frame_03221.jpg,3016,1029,3088,1105,no_mask,0.7370554804801941
frame_03222.jpg,3033,1030,3106,1106,no_mask,0.5575641989707947
frame_03223.jpg,3060,1031,3125,1103,no_mask,0.3893965780735016
frame_03236.jpg,3168,1043,3237,1124,no_mask,0.3925222158432007
frame_03238.jpg,3219,1049,3282,1129,no_mask,0.594488799571991
frame_03239.jpg,2976,1039,3038,1103,no_mask,0.6421250700950623
frame_03239.jpg,3248,1046,3317,1135,no_mask,0.533001720905304
frame_03241.jpg,3036,1035,3098,1098,no_mask,0.6261458396911621
frame_03242.jpg,3355,1070,3425,1150,no_mask,0.32161301374435425
frame_03244.jpg,3409,1053,3487,1148,no_mask,0.2613333761692047
frame_03245.jpg,3455,1034,3534,1139,no_mask,0.6087238192558289
frame_03246.jpg,2050,1044,2123,1120,mask,0.4779222309589386
frame_03247.jpg,3265,1018,3340,1106,no_mask,0.7746158838272095
frame_03247.jpg,3524,1032,3621,1127,no_mask,0.5601956248283386
frame_03248.jpg,3565,1034,3665,1142,no_mask,0.26270943880081177
frame_03249.jpg,3636,1049,3728,1153,no_mask,0.7512936592102051
frame_03249.jpg,3419,1168,3490,1256,no_mask,0.4883138835430145
frame_03258.jpg,369,1038,452,1124,no_mask,0.3685809373855591
frame_03261.jpg,231,998,335,1105,no_mask,0.44555655121803284
frame_03262.jpg,182,1005,286,1120,no_mask,0.5184106826782227
frame_03271.jpg,2094,1040,2162,1108,mask,0.31997162103652954
frame_03272.jpg,2091,1041,2158,1107,mask,0.4676755368709564
frame_03273.jpg,2089,1044,2155,1110,mask,0.4886377453804016
frame_03274.jpg,2089,1062,2156,1131,mask,0.37922272086143494
frame_03277.jpg,2111,1047,2175,1116,mask,0.5939114093780518
frame_03281.jpg,2087,1091,2251,1310,no_mask,0.6017230749130249
frame_03283.jpg,2691,1213,2964,1618,no_mask,0.4063110649585724
frame_03284.jpg,2830,1187,3002,1436,no_mask,0.7197434902191162
frame_03285.jpg,2857,1166,3068,1480,no_mask,0.5743656158447266
frame_03295.jpg,2154,1066,2231,1165,no_mask,0.25596630573272705
frame_03299.jpg,2143,1074,2223,1158,no_mask,0.3469104766845703
frame_03300.jpg,2138,1068,2220,1151,no_mask,0.2976383864879608
frame_03303.jpg,1232,991,1290,1041,no_mask,0.44347214698791504
frame_03303.jpg,2129,1047,2211,1135,no_mask,0.33173054456710815
frame_03314.jpg,1682,1047,1739,1108,mask,0.26945260167121887
frame_03315.jpg,2061,1045,2130,1115,mask,0.6916797757148743
frame_03315.jpg,1656,1041,1707,1098,mask,0.2644944489002228
frame_03316.jpg,2058,1053,2122,1123,mask,0.26288262009620667
frame_03323.jpg,1966,1062,2030,1132,mask,0.3630029857158661
frame_03324.jpg,1976,1065,2041,1137,mask,0.3489989638328552
frame_03324.jpg,1486,1034,1547,1108,mask,0.2901129126548767
frame_03325.jpg,1952,1055,2017,1122,mask,0.38976967334747314
frame_03328.jpg,2887,1050,2941,1110,no_mask,0.33707109093666077
frame_03329.jpg,2883,1053,2940,1115,no_mask,0.44935303926467896
frame_03336.jpg,647,934,814,1110,no_mask,0.452465683221817
frame_03358.jpg,3036,1061,3096,1141,no_mask,0.3707987368106842
frame_03358.jpg,3081,1056,3135,1110,no_mask,0.32546964287757874
frame_03358.jpg,3109,1041,3167,1101,no_mask,0.25981611013412476
frame_03359.jpg,3111,1039,3158,1097,no_mask,0.26758119463920593
frame_03360.jpg,3159,1030,3219,1095,no_mask,0.5270658731460571
frame_03365.jpg,3181,1040,3227,1100,no_mask,0.37536001205444336
frame_03365.jpg,3189,1024,3243,1093,no_mask,0.2610732614994049
frame_03367.jpg,3194,1036,3243,1091,no_mask,0.3925725221633911
frame_03372.jpg,3243,1038,3305,1115,no_mask,0.7074618339538574
frame_03373.jpg,3263,1031,3331,1102,no_mask,0.5929659008979797
frame_03374.jpg,3276,1030,3365,1121,no_mask,0.6017805337905884
frame_03375.jpg,3294,1034,3379,1130,no_mask,0.7724965214729309
frame_03378.jpg,3341,1024,3401,1107,mask,0.6756967306137085
frame_03379.jpg,3346,1024,3404,1099,mask,0.3025935888290405
frame_03380.jpg,3373,1025,3432,1091,mask,0.5924768447875977
frame_03381.jpg,3388,1017,3449,1082,mask,0.43703117966651917
frame_03389.jpg,3407,1119,3475,1185,no_mask,0.276027649641037
frame_03390.jpg,3790,944,3839,1068,no_mask,0.512188732624054
frame_03391.jpg,3455,1110,3522,1182,no_mask,0.3949624300003052
frame_03394.jpg,3809,1235,3840,1319,no_mask,0.35243281722068787
frame_03394.jpg,3798,988,3839,1085,no_mask,0.3507958948612213
frame_03395.jpg,3555,1097,3624,1178,no_mask,0.4070485532283783
frame_03400.jpg,3808,1017,3840,1135,no_mask,0.3541656732559204
frame_03411.jpg,1619,1018,1678,1077,no_mask,0.30982768535614014
frame_03434.jpg,1524,1001,1585,1064,no_mask,0.47368520498275757
frame_03436.jpg,1496,1009,1560,1075,no_mask,0.2755262553691864
frame_03437.jpg,1490,1006,1563,1077,no_mask,0.38074997067451477
frame_03438.jpg,1489,1003,1558,1072,no_mask,0.7010330557823181
frame_03442.jpg,1631,1110,1691,1177,mask,0.6881937384605408
frame_03444.jpg,1430,989,1502,1059,no_mask,0.2900007963180542
frame_03450.jpg,1330,989,1410,1058,no_mask,0.26831376552581787
frame_03452.jpg,3246,1029,3304,1096,no_mask,0.4803151786327362
frame_03454.jpg,3253,1023,3328,1107,no_mask,0.5943334102630615
frame_03455.jpg,3266,1032,3336,1109,no_mask,0.44272056221961975
frame_03456.jpg,3262,1032,3335,1112,no_mask,0.5258435010910034
frame_03457.jpg,3265,1034,3335,1116,no_mask,0.5550010800361633
frame_03458.jpg,3262,1029,3339,1120,no_mask,0.5773016214370728
frame_03459.jpg,3262,1030,3339,1117,no_mask,0.6122103333473206
frame_03478.jpg,2401,1074,2502,1182,no_mask,0.5612377524375916
frame_03486.jpg,1729,1064,1876,1195,no_mask,0.5937550067901611
frame_03487.jpg,1715,1065,1867,1195,no_mask,0.5145973563194275
frame_03488.jpg,1700,1062,1845,1200,no_mask,0.7659705281257629
frame_03489.jpg,1700,1066,1826,1189,no_mask,0.7322697639465332
frame_03490.jpg,1660,1042,1794,1181,no_mask,0.37736326456069946
frame_03491.jpg,1628,1031,1769,1178,no_mask,0.6213175654411316
frame_03492.jpg,1607,1048,1759,1202,no_mask,0.7545741200447083
frame_03493.jpg,1569,1049,1735,1203,no_mask,0.5818237066268921
frame_03494.jpg,1547,1038,1716,1206,no_mask,0.7568073868751526
frame_03496.jpg,1521,1052,1658,1195,no_mask,0.6930935382843018
frame_03500.jpg,1422,1103,1544,1222,no_mask,0.3508754074573517
frame_03501.jpg,1370,1067,1518,1212,no_mask,0.27655377984046936
frame_03502.jpg,2165,1034,2245,1115,no_mask,0.40925148129463196
frame_03503.jpg,2125,1025,2218,1112,no_mask,0.8020907640457153
frame_03503.jpg,1308,1104,1438,1230,no_mask,0.30753055214881897
frame_03504.jpg,1229,1061,1384,1217,no_mask,0.7978100180625916
frame_03504.jpg,2097,1029,2183,1110,no_mask,0.7914844751358032
frame_03505.jpg,1176,1074,1343,1217,no_mask,0.5313137173652649
frame_03505.jpg,2067,1039,2144,1115,no_mask,0.4427303075790405
frame_03506.jpg,1103,1050,1285,1218,no_mask,0.7982496023178101
frame_03506.jpg,2036,1037,2116,1112,no_mask,0.41248300671577454
frame_03507.jpg,1998,1040,2069,1117,no_mask,0.34337514638900757
frame_03523.jpg,303,1023,661,1312,no_mask,0.5582062602043152
frame_03523.jpg,307,1046,658,1335,no_mask,0.39629220962524414
frame_03524.jpg,212,1014,628,1335,no_mask,0.31791824102401733
frame_03526.jpg,89,964,584,1331,no_mask,0.38899579644203186
frame_03526.jpg,672,893,1096,1260,no_mask,0.3706190884113312
frame_03527.jpg,58,990,567,1332,no_mask,0.5290866494178772
frame_03582.jpg,117,1010,604,1392,no_mask,0.6195473670959473
frame_03583.jpg,139,1002,619,1409,no_mask,0.278361052274704
frame_03585.jpg,143,999,642,1392,no_mask,0.5471595525741577
frame_03585.jpg,156,1001,634,1398,no_mask,0.34872403740882874
frame_03586.jpg,156,1007,651,1337,no_mask,0.3769107460975647
frame_03587.jpg,150,1015,667,1352,no_mask,0.4884462356567383
frame_03588.jpg,157,980,689,1356,no_mask,0.6389288902282715
frame_03588.jpg,137,1004,703,1370,no_mask,0.2863953113555908
frame_03589.jpg,142,1010,721,1347,no_mask,0.6872655749320984
frame_03590.jpg,163,987,744,1356,no_mask,0.7239114046096802
frame_03591.jpg,189,963,772,1351,no_mask,0.7391096353530884
frame_03592.jpg,202,977,761,1362,no_mask,0.7644705772399902
frame_03593.jpg,319,1002,775,1356,no_mask,0.8190975785255432
frame_03594.jpg,269,1004,766,1353,no_mask,0.7155817151069641
frame_03595.jpg,352,999,799,1348,no_mask,0.8246161341667175
frame_03596.jpg,371,1010,808,1357,no_mask,0.7530953884124756
frame_03596.jpg,125,983,368,1193,no_mask,0.2986750304698944
frame_03597.jpg,362,1014,793,1357,no_mask,0.7683891654014587
frame_03598.jpg,369,1017,802,1360,no_mask,0.8296108245849609
frame_03599.jpg,388,1012,821,1353,no_mask,0.5735834836959839
frame_03600.jpg,361,1072,825,1363,no_mask,0.35064977407455444
frame_03601.jpg,347,1065,843,1320,no_mask,0.2503403127193451
frame_03602.jpg,2,1359,87,1728,no_mask,0.2946321964263916
frame_03628.jpg,408,978,1405,2130,no_mask,0.2898721396923065
frame_03657.jpg,475,1048,974,1320,no_mask,0.2765941619873047
frame_03692.jpg,447,1031,883,1341,no_mask,0.26514214277267456
frame_03697.jpg,299,983,849,1262,no_mask,0.40768930315971375
frame_03697.jpg,281,985,855,1271,no_mask,0.26002928614616394
frame_03708.jpg,11,1132,1025,2140,no_mask,0.29097244143486023
frame_03718.jpg,39,993,656,1374,no_mask,0.3211711347103119
frame_03719.jpg,30,984,652,1372,no_mask,0.6622949838638306
frame_03721.jpg,22,949,670,1353,no_mask,0.45123982429504395
frame_03722.jpg,13,979,650,1368,no_mask,0.7049950957298279
frame_03723.jpg,14,995,624,1361,no_mask,0.44536978006362915
frame_03724.jpg,14,979,645,1383,no_mask,0.5136858820915222
frame_03725.jpg,15,962,627,1386,no_mask,0.4166068136692047
frame_03741.jpg,104,939,566,1186,no_mask,0.29770076274871826
frame_03743.jpg,129,954,640,1280,no_mask,0.35005104541778564
frame_03744.jpg,147,966,631,1288,no_mask,0.43036848306655884
frame_03747.jpg,138,995,610,1293,no_mask,0.32387858629226685
frame_03792.jpg,367,963,765,1227,no_mask,0.5203773379325867
frame_03794.jpg,373,973,795,1294,no_mask,0.4422309398651123
frame_03795.jpg,374,964,802,1288,no_mask,0.4735923409461975
frame_03796.jpg,359,967,801,1324,no_mask,0.6040499806404114
frame_03797.jpg,371,965,799,1241,no_mask,0.3725217282772064
frame_03807.jpg,454,982,867,1382,no_mask,0.35376545786857605
frame_03808.jpg,453,952,830,1166,no_mask,0.44620057940483093
frame_03832.jpg,619,1075,887,1248,no_mask,0.6592476963996887
frame_03834.jpg,680,1066,904,1227,no_mask,0.4170711934566498
frame_03834.jpg,677,1062,906,1241,no_mask,0.3751818537712097
frame_03838.jpg,3374,938,3455,1037,no_mask,0.3147878646850586
frame_03839.jpg,3362,951,3444,1046,no_mask,0.4701833426952362
frame_03840.jpg,3361,951,3441,1049,no_mask,0.5360191464424133
frame_03843.jpg,3365,950,3456,1051,no_mask,0.29244157671928406
frame_03849.jpg,1061,1082,1181,1216,no_mask,0.5857815146446228
frame_03849.jpg,3421,940,3524,1041,no_mask,0.3364505171775818
frame_03852.jpg,1147,1041,1270,1171,no_mask,0.5321673154830933
frame_03852.jpg,3342,945,3439,1049,no_mask,0.41667699813842773
frame_03853.jpg,3305,956,3397,1067,no_mask,0.4303262531757355
frame_03854.jpg,3247,954,3343,1076,no_mask,0.6453331708908081
frame_03855.jpg,1192,1053,1299,1157,no_mask,0.35473135113716125
frame_03858.jpg,1206,1063,1311,1167,no_mask,0.37751248478889465
frame_03859.jpg,1212,1067,1312,1167,mask,0.2660624086856842
frame_03860.jpg,1229,1061,1341,1178,no_mask,0.6394519209861755
frame_03860.jpg,2905,927,3005,1061,no_mask,0.6082282662391663
frame_03860.jpg,2904,929,2994,1057,mask,0.2896784842014313
frame_03861.jpg,2850,920,2939,1050,no_mask,0.41763707995414734
frame_03861.jpg,1253,1084,1355,1193,no_mask,0.40030208230018616
frame_03862.jpg,3,996,94,1106,no_mask,0.3635125756263733
frame_03863.jpg,3664,1101,3723,1180,mask,0.4212433397769928
frame_03865.jpg,2589,899,2688,1012,no_mask,0.575122594833374
frame_03866.jpg,2523,909,2607,1024,no_mask,0.590071976184845
frame_03867.jpg,2466,919,2557,1040,no_mask,0.6512079238891602
